,Gene name,Log2(Fold Expression)  (ATXN2[Q127] vs. WT),Fold Expression (ATXN2[Q127] vs. WT)
0,Vip,2.492786884,5.628641974
1,Fbxo5,0.40661606200000006,1.3255729440000001
2,Cnksr3,-0.281014532,0.823012055
3,Lats1,-0.17108947,0.888171713
4,Ust,-0.18937397,0.87698619
5,Sash1,-0.301085621,0.81164141
6,Stxbp5,-0.181724355,0.881648592
7,Grm1,-0.451471567,0.7312965359999999
8,Fbxo30,-0.288198739,0.8189238790000001
9,Phactr2,-0.18252159699999998,0.881161522
10,Hivep2,-0.242554978,0.8452470740000001
11,Ccdc28a,0.369506747,1.291911054
12,Nhsl1,-0.236267105,0.848939057
13,D10Bwg1379e,-0.325647682,0.79794008
14,Map3k5,-0.192804575,0.87490327
15,Pde7b,-0.43512457600000004,0.739629885
16,Ahi1,0.143781319,1.104797009
17,Sgk1,0.23428091399999998,1.176320275
18,Eya4,0.64699316,1.565901169
19,Epb4.1l2,0.19514671,1.144840575
20,Samd3,0.763937235,1.698118614
21,Lama2,-0.33696571,0.791704683
22,Ptprk,-0.148275301,0.902328525
23,Ncoa7,-0.209191367,0.865021942
24,Hddc2,0.332647413,1.259322171
25,Tpd52l1,0.39255017,1.3127117609999999
26,Rnf217,-0.181860507,0.8815653920000001
27,Slc16a10,0.39174041200000004,1.3119751659999999
28,Gtf3c6,0.268106043,1.204225893
29,Cdk19,-0.17175141,0.887764294
30,Wasf1,-0.607569814,0.656301296
31,Mical1,0.182849929,1.135124019
32,Foxo3,-0.36813622700000004,0.774782768
33,Sec63,-0.270647287,0.828947542
34,Sobp,-0.305012435,0.80943524
35,Pdss2,-0.15575265900000002,0.8976639359999999
36,1700021F05Rik,0.22987774,1.172735563
37,Cd24a,0.452086627,1.368017445
38,Popdc3,2.386481762,5.22880679
39,Hace1,-0.131995916,0.912568072
40,Grik2,-0.258168131,0.83614895
41,Ascc3,-0.142215252,0.906126733
42,Sim1,1.9833819869999998,3.95418943
43,Gopc,-0.191497505,0.8756962840000001
44,Nus1,-0.33872211,0.7907414140000001
45,Fam184a,0.150311053,1.109808727
46,Gcc2,-0.124835357,0.917108699
47,Ranbp2,-0.158811599,0.89576264
48,Mcu,-0.151881918,0.900075596
49,4632428N05Rik,0.329415351,1.256504076
50,Tbata,0.359050095,1.282581137
51,Eif4ebp2,-0.48907247200000004,0.712483016
52,Aifm2,0.24021442199999998,1.181168201
53,H2afy2,0.20291210699999998,1.1510193659999999
54,Tet1,-0.178827286,0.883420805
55,Rufy2,0.126065001,1.091313045
56,Sirt1,-0.153212458,0.899245875
57,Ctnna3,-0.40625333799999996,0.754580468
58,Gm10118,-0.245497078,0.8435251109999999
59,Lrrtm3,-0.146086961,0.903698253
60,Jmjd1c,-0.15050979,0.9009320540000001
61,Ado,-0.12178199,0.919051754
62,Rtkn2,0.35123026399999996,1.275647977
63,Arid5b,-0.321355909,0.80031735
64,Tmem26,1.582825065,2.995558618
65,Cdk1,0.582405388,1.497343672
66,Ank3,-0.428076535,0.743252061
67,Ccdc6,-0.222622693,0.857006058
68,Fam13c,-0.44068986200000004,0.736782213
69,Phyhipl,-0.336810261,0.791789993
70,Tfam,0.11279351300000001,1.081319987
71,Ube2d1,0.24338637300000002,1.183768008
72,Zwint,0.227119431,1.170495535
73,Gm15397,1.5129529240000001,2.8539358839999998
74,Gnaz,0.183123305,1.135339134
75,Bcr,-0.42646741899999996,0.7440815140000001
76,Susd2,0.7021102309999999,1.626882696
77,Ddt,0.23678661899999998,1.178365109
78,Gm20441,0.20497590300000001,1.1526670940000001
79,Gstt2,0.5217680339999999,1.4357136480000001
80,Chchd10,0.22482712600000002,1.168637205
81,Zfp280b,-0.169993311,0.888846802
82,Dip2a,-0.21671600600000002,0.860522007
83,Pcnt,-0.24875894199999998,0.841620096
84,Col6a1,0.37490791100000004,1.296756778
85,Col18a1,-1.337305903,0.395759009
86,Pofut2,0.18354421899999998,1.1356704229999999
87,Pttg1ip,0.162457749,1.11919215
88,Sumo3,0.172960922,1.127369875
89,D10Jhu81e,0.184958443,1.136784228
90,Rrp1,0.20855864899999998,1.15553315
91,Pdxk,-0.220229581,0.858428821
92,Slc1a6,-0.609637976,0.655361135
93,Shc2,0.226668373,1.170129637
94,Bsg,0.17189820100000003,1.126539735
95,Hcn2,-0.271263987,0.828593273
96,E130317F20Rik,0.288319796,1.221217185
97,Ptbp1,0.216919065,1.162248903
98,Wdr18,0.128704116,1.0933112059999999
99,Cnn2,0.466946155,1.382180619
100,Polr2e,0.27935880399999996,1.213655364
101,Midn,-0.336863011,0.7917610429999999
102,Cirbp,0.35045105200000004,1.274959175
103,Mum1,0.20615050199999999,1.153605943
104,Ndufs7,0.162221014,1.119008515
105,Rps15,0.157533497,1.1153786
106,Apc2,-0.409614772,0.7528243659999999
107,Mbd3,-0.346342802,0.786575523
108,Klf16,-0.36572849799999996,0.776076891
109,Izumo4,0.278710485,1.213110093
110,Dot1l,-0.34479165100000003,0.787421685
111,Lingo3,-0.45579114600000004,0.729110233
112,Gadd45b,0.402182758,1.321505801
113,Diras1,0.19532693899999998,1.144983604
114,Mfsd12,-0.266843051,0.831136275
115,Nfic,-0.389945298,0.76315854
116,Slc41a2,0.207117498,1.15437943
117,AI597468,-0.205122501,0.867465027
118,Cry1,-0.300951958,0.8117166109999999
119,Btbd11,-0.285435468,0.8204939109999999
120,Timp3,0.155826062,1.114059327
121,Hsp90b1,-0.23515605899999997,0.849593092
122,Gm15344,-0.449004829,0.732547985
123,Nt5dc3,-0.355261028,0.781728192
124,Igf1,0.320223689,1.248524117
125,Chpt1,-0.27191665800000003,0.828218505
126,Mybpc1,-2.18515873,0.219888075
127,Ano4,0.243274391,1.183676127
128,Uhrf1bp1l,-0.175626725,0.8853828140000001
129,Anks1b,-0.5933379529999999,0.662807598
130,Cdk17,-0.138760954,0.908298905
131,Fgd6,-0.23065795,0.8522461309999999
132,Tmcc3,-0.216753051,0.860499912
133,Plxnc1,-0.22906588,0.853187137
134,Atp2b1,-0.12018217099999999,0.9200714640000001
135,Kitl,-0.66286844,0.631621226
136,Cep290,-0.18071538199999998,0.882265403
137,Slc6a15,-0.15387927,0.8988303409999999
138,Tmtc2,-0.25512152899999996,0.8379165479999999
139,Ccdc59,0.203211993,1.151258648
140,Syt1,-0.26549175399999997,0.8319151220000001
141,Nap1l1,-0.265808433,0.8317325320000001
142,Tbc1d15,-0.627980709,0.64708148
143,Rab21,-0.21821126300000002,0.8596305959999999
144,Zfc3h1,-0.145023257,0.9043647990000001
145,Lgr5,-0.512265682,0.701120497
146,Ptprr,-0.508962393,0.702727668
147,Kcnmb4,-0.488194078,0.7129169470000001
148,Cct2,0.124924928,1.090450989
149,Frs2,-0.2627213,0.83351421
150,Yeats4,0.21217776800000002,1.158435539
151,Lyz2,0.393479198,1.313557357
152,Cpsf6,-0.26544174600000003,0.8319439590000001
153,Mdm2,0.164404333,1.1207032609999998
154,Slc35e3,-0.296023756,0.8144941509999999
155,Rap1b,-0.219699308,0.8587444
156,Cand1,-0.157302901,0.896699873
157,Lemd3,-0.23163332,0.851670143
158,BC048403,-0.445211112,0.7344768309999999
159,Srgap1,-0.819292605,0.566719754
160,Ppm1h,-0.350118995,0.784519387
161,Usp15,-0.20504358399999997,0.8675124790000001
162,Fam19a2,0.6196960810000001,1.536551456
163,Ctdsp2,-0.188251823,0.8776685870000001
164,Mettl1,0.26475378899999996,1.201430995
165,Cdk4,0.238378108,1.179665723
166,Os9,0.29900673,1.230297084
167,Pip4k2c,-0.19359888100000003,0.8744217059999999
168,Kif5a,-0.346619636,0.786424604
169,R3hdm2,-0.445400387,0.734380478
170,Shmt2,0.20646932699999998,1.15386091
171,Lrp1,-0.667365015,0.629655661
172,Nab2,-0.259506613,0.83537356
173,Zbtb39,-0.292073071,0.8167276240000001
174,Prim1,0.189206347,1.140136333
175,Rbms2,-0.261009037,0.834504054
176,Timeless,0.315961003,1.244840586
177,Cnpy2,0.182577834,1.134909952
178,Coq10a,0.15642722,1.114523641
179,Ankrd52,-0.428072959,0.743253904
180,Nabp2,0.292199641,1.2245058290000002
181,Rnf41,0.10139912400000001,1.0728133709999998
182,Pa2g4,0.200656712,1.149221359
183,Erbb3,-0.257547796,0.836508557
184,Rps26,0.316024691,1.244895541
185,Ikzf4,-0.47445908200000003,0.719736594
186,Rab5b,0.143161565,1.104322512
187,Wibg,0.27332446,1.208589623
188,Tmem198b,0.233316064,1.175533835
189,Dnajc14,0.182904407,1.135166884
190,Gdf11,-0.571385801,0.6729700470000001
191,Pik3ip1,0.33435359600000003,1.2608123709999999
192,Inpp5j,-0.41256305600000004,0.7512874690000001
193,Selm,0.150401101,1.109877999
194,Tug1,-0.22723168100000002,0.854272543
195,Pes1,0.172226861,1.126796401
196,Mtfp1,0.14798294,1.108019245
197,Sec14l2,0.238267437,1.179575233
198,Rnf215,0.212595552,1.158771054
199,Tbc1d10a,0.19300577,1.143142908
200,Gatsl3,0.607877612,1.5240155380000002
201,Cabp7,-0.6320942039999999,0.645239111
202,Nipsnap1,0.139742345,1.101708341
203,Nefh,0.242750555,1.183246419
204,Ewsr1,0.17484954,1.12884667
205,Kremen1,-0.256870031,0.8369016340000001
206,Znrf3,-0.275598407,0.826107591
207,2210015D19Rik,0.144129649,1.105063788
208,Dbnl,0.154559776,1.113081921
209,Pold2,0.23896651,1.1801469470000001
210,Ykt6,0.167501315,1.1231116190000001
211,Zmiz2,-0.386179775,0.7651530329999999
212,Gm22123,-0.391348481,0.7624166440000001
213,Ramp3,0.288632452,1.221481872
214,Adcy1,-0.38145303700000005,0.767664034
215,Igfbp3,-0.34271729,0.7885546840000001
216,Tns3,-0.247678116,0.84225085
217,Upp1,0.866443753,1.823163255
218,Sec61g,-0.246193931,0.843117769
219,Egfr,-0.133404523,0.9116775009999999
220,Plek,0.183020428,1.135258177
221,Cnrip1,0.175212562,1.129130755
222,Ppp3r1,-0.24591869100000002,0.843278635
223,Etaa1,-0.24873858699999998,0.84163197
224,Spred2,-0.268224746,0.830340662
225,Rab1,-0.168188095,0.889959695
226,Sertad2,-0.176709741,0.8847184159999999
227,Lgalsl,-0.180689335,0.882281332
228,B3gnt2,-0.20886758,0.865216102
229,Zrsr1,0.145575941,1.106172162
230,Xpo1,-0.23717764,0.8484034309999999
231,Usp34,-0.367488652,0.775130619
232,Bcl11a,-0.390065551,0.7630949309999999
233,Ccdc88a,-0.195325732,0.873375683
234,Rtn4,-0.23946791899999997,0.8470576590000001
235,Sptbn1,-0.155746415,0.897667821
236,Psme4,-0.186802104,0.878550972
237,Gpr75,0.138120711,1.100470682
238,Asb3,-0.29728752399999997,0.813780985
239,Cpeb4,-0.24203670000000002,0.845550777
240,Mpg,0.36063370100000003,1.283989764
241,Hba-a1,0.601308763,1.517092196
242,Kcnip1,-0.391499549,0.762336813
243,Slit3,-0.439302355,0.737491151
244,Mat2b,-0.132700801,0.91212231
245,Gabrg2,-0.169776708,0.888980262
246,Gabra1,-0.23345817600000002,0.850593552
247,Gabrb2,-0.151284426,0.900448439
248,Slu7,0.151441306,1.1106785270000001
249,C1qtnf2,0.536743879,1.4506946440000001
250,Ttc1,0.159106344,1.116595265
251,Clint1,-0.22127191699999998,0.857808837
252,Lsm11,-0.245260805,0.843663268
253,Adam19,-0.3818762,0.7674389
254,Cyfip2,-0.43714168700000006,0.7385964909999999
255,Gm12183,0.25736513699999997,1.195293688
256,Irgm1,0.277085364,1.211744357
257,Cnot6,-0.44073846899999997,0.73675739
258,Mapk9,0.079867795,1.056921183
259,Rasgef1c,0.33834657100000004,1.264306779
260,3010026O09Rik,0.258368373,1.1961251720000001
261,Sqstm1,0.24146305,1.1821909240000001
262,Mgat4b,-0.33231321,0.7942619470000001
263,Rufy1,0.171354786,1.126115485
264,Adamts2,-0.29902282399999996,0.812802743
265,Zfp354c,-0.13941586,0.90788668
266,Phykpl,0.19827081300000002,1.147322371
267,N4bp3,-0.276846349,0.82539331
268,Sec24a,-0.398430705,0.7586830940000001
269,Fstl4,-0.7423542740000001,0.597763091
270,Hspa4,-0.125714555,0.9165499709999999
271,Zcchc10,-0.29340899,0.8159716929999999
272,Aff4,-0.21440123,0.8619038059999999
273,Irf1,0.44659849999999995,1.3628232830000002
274,Rapgef6,0.201642409,1.1500068140000002
275,Gm2a,0.126154989,1.091381118
276,Slc36a1,-0.517779231,0.698446138
277,Larp1,-0.448695093,0.732705275
278,Cnot8,0.1168129,1.084336774
279,Gm9900,0.199447796,1.148258765
280,2810021J22Rik,0.170756742,1.125648771
281,Hist3h2a,0.225744098,1.169380224
282,Trim17,0.225513965,1.169193704
283,Trim11,0.18395434300000002,1.135993314
284,2310033P09Rik,0.278897434,1.213267302
285,4933439C10Rik,0.19061918600000002,1.1412534220000001
286,Mprip,-0.7263267640000001,0.604440919
287,Rai1,-0.27767518199999996,0.8249192559999999
288,Tom1l2,-0.166341513,0.891099531
289,Atpaf2,0.256201118,1.19432967
290,Gid4,-0.224583521,0.855842055
291,Alkbh5,-0.36551684100000004,0.7761907570000001
292,Llgl1,-0.266094238,0.8315677779999999
293,Smcr8,-0.25112894199999997,0.840238652
294,Shmt1,-0.625345588,0.6482644710000001
295,Rnf112,0.227015585,1.170411285
296,Epn2,-0.149910584,0.901306322
297,Ulk2,-0.134950221,0.910701256
298,A530017D24Rik,-0.218372852,0.8595343190000001
299,Akap10,-0.178582832,0.8835705070000001
300,Specc1,-0.13042943199999998,0.91355948
301,Ttc19,-0.187059864,0.878394019
302,Ubb,0.235489681,1.177306272
303,Trpv2,0.251373649,1.190339947
304,Mmgt2,0.335192889,1.261546067
305,Zfp287,0.138242126,1.1005633
306,Trim16,-0.320443869,0.800823453
307,Arhgap44,-0.226887017,0.854476655
308,Shisa6,-1.445161581,0.367251024
309,Myh8,1.9995284080000002,3.9986926830000002
310,Gas7,-0.22402443,0.8561737859999999
311,Ntn1,-0.346153736,0.7866786109999999
312,Pik3r6,0.507725358,1.421806719
313,Myh10,-0.316599309,0.80296037
314,Vamp2,-0.640131235,0.6416545779999999
315,Chd3,0.24901609100000002,1.18839636
316,Trp53,0.263010681,1.1999802659999999
317,Atp1b2,-0.40669900200000003,0.7543474059999999
318,Sat2,0.298075825,1.229503486
319,Mpdu1,0.172718748,1.127180648
320,Cd68,0.49084088200000003,1.4052637019999998
321,Polr2a,-0.498280734,0.7079499459999999
322,Fgf11,-0.647339404,0.638456661
323,Nlgn2,-0.795687675,0.576068519
324,Gps2,0.416483074,1.334669998
325,Slc2a4,0.370261341,1.292586959
326,Ctdnep1,-0.377288222,0.7698833509999999
327,Gabarap,0.173887491,1.128094159
328,Phf23,0.156966776,1.114940542
329,Acadvl,0.19552286,1.145139105
330,Dlg4,-0.274661899,0.826644023
331,Slc16a13,0.285587907,1.218906874
332,Pelp1,-0.40137395299999995,0.757136879
333,Arrb2,0.228021905,1.171227964
334,Med11,0.20350778100000003,1.151494708
335,Mink1,-0.19585290600000002,0.873056602
336,Slc25a11,0.15514472099999999,1.113533315
337,Rnf167,0.167162284,1.1228477209999999
338,Pfn1,0.21505048899999998,1.160744535
339,Camta2,-0.604228914,0.6578228770000001
340,Nup88,0.101443656,1.072846487
341,Rpain,0.195975363,1.145498336
342,C1qbp,-0.264579326,0.83244143
343,Fam64a,1.6550225019999998,3.149281026
344,Pitpnm3,-0.514102042,0.7002286320000001
345,Spns2,-0.599994838,0.6597563160000001
346,Ankfy1,-0.109846391,0.9266867240000001
347,Zzef1,-0.25635922,0.8371980059999999
348,Atp2a3,-1.264019132,0.416382364
349,Rap1gap2,-0.149434552,0.901603767
350,E130309D14Rik,-0.17416183699999999,0.886282274
351,Pafah1b1,-0.181551099,0.881754477
352,Mnt,-0.376938671,0.770069909
353,Dph1,0.210813463,1.157340566
354,Rtn4rl1,-0.223175958,0.8566774640000001
355,Serpinf1,0.39992904700000004,1.319443017
356,Prpf8,-0.24835006899999998,0.841858652
357,Slc43a2,-0.37556073100000004,0.770805766
358,Crk,-0.12065192300000001,0.919771931
359,Doc2b,-1.537926793,0.344379986
360,1700016K19Rik,0.7817601559999999,1.7192271319999999
361,Abr,-0.46974414600000003,0.7220926459999999
362,Gosr1,0.136096805,1.098927954
363,Cpd,-0.285753191,0.820313235
364,Blmh,0.114228077,1.082395748
365,Ccdc55,0.227158815,1.170527488
366,Efcab5,0.323722243,1.251555478
367,Ssh2,-0.191504046,0.875692314
368,Git1,-0.252137095,0.8396517
369,Taok1,-0.266255528,0.831474816
370,Flot2,0.17076246399999997,1.125653235
371,Supt6,-0.270427257,0.8290739779999999
372,2610507B11Rik,-0.10980267099999999,0.926714808
373,Spag5,-0.70116663,0.615074628
374,Aldoc,-0.600376844,0.659581644
375,Pigs,-0.318885207,0.8016891159999999
376,Unc119,0.35001835200000003,1.274576841
377,Sarm1,-0.23360130199999998,0.8505091709999999
378,Poldip2,0.204477817,1.1522692079999999
379,Nlk,-0.19841188199999998,0.871509393
380,Lyrm9,0.129270136,1.093740235
381,Ksr1,-0.249368936,0.8412643209999999
382,Nf1,-0.409068286,0.7531095859999999
383,Rab11fip4,-0.248578355,0.841725451
384,Suz12,-0.242893398,0.845048824
385,Adap2,0.3881616,1.308724657
386,Psmd11,-0.307558864,0.808007806
387,Myo1d,-0.318841547,0.801713378
388,Tmem132e,-0.29950428,0.81253154
389,Zfp830,0.19752731899999998,1.1467312509999998
390,Ap2b1,-0.35664132200000004,0.780980633
391,Ccl9,0.5424512029999999,1.456444981
392,Synrg,-0.307290405,0.808158175
393,Dusp14,0.36050754799999996,1.2838774929999999
394,Acaca,-0.194043517,0.874152252
395,Lhx1,-0.8221440320000001,0.565600762
396,1500016L03Rik,-0.614574313,0.653122578
397,Ggnbp2,-0.142963901,0.905656644
398,Car4,0.441999465,1.358485781
399,Usp32,-0.302246124,0.810988789
400,Appbp2,-0.131014138,0.913189301
401,4632419I22Rik,0.177005336,1.1305347479999999
402,Med13,-0.26108285800000003,0.8344613540000001
403,Cltc,-0.35779395700000005,0.780356921
404,Ska2,0.165721074,1.121726588
405,Trim37,-0.21428328800000002,0.8619742709999999
406,Mtmr4,-0.202094734,0.869287477
407,Dynll2,-0.389182746,0.763562022
408,Scpep1,0.196399182,1.145834897
409,Dgke,-0.124309041,0.917443335
410,Nog,-0.7498304840000001,0.594673427
411,Hlf,-0.272185296,0.8280643
412,Mbtd1,-0.182995632,0.8808720409999999
413,Tob1,-0.23593178399999998,0.8491363959999999
414,Cacna1g,-1.341338396,0.39465436299999995
415,Rsad1,0.258852333,1.196526486
416,Acsf2,-0.512520373,0.7009967340000001
417,Itga3,-0.217518359,0.860043562
418,Fam117a,-1.174282193,0.443104169
419,Spop,-0.20968242,0.864727563
420,Ngfr,0.536787689,1.4507386969999998
421,Phb,0.200598031,1.149174616
422,Zfp652,-0.20722034600000003,0.8662045490000001
423,Ttll6,1.029402256,2.041178366
424,Hoxb6,2.567679405,5.928550454
425,Hoxb3,1.982347488,3.951355057
426,Hoxb2,1.8074398040000001,3.5002059310000004
427,Nfe2l1,-0.136326656,0.9098327959999999
428,Sp2,-0.45050001100000003,0.7317891790000001
429,Npepps,-0.34213277700000005,0.788874234
430,Srcin1,-0.431551874,0.741463781
431,E130012A19Rik,-0.6230762,0.649285006
432,Cwc25,0.179911569,1.132814446
433,Rpl23,0.20050799800000002,1.149102903
434,Plxdc1,-1.051351309,0.482516001
435,Arl5c,0.7227122779999999,1.6502816630000001
436,Stac2,-0.432358831,0.7410491659999999
437,Med1,-0.132855892,0.9120242609999999
438,Ppp1r1b,-0.654525936,0.6352842089999999
439,Ormdl3,0.190639392,1.141269406
440,Wipf2,-0.41839069100000004,0.748258833
441,Rara,-0.407468796,0.753945008
442,Top2a,0.470231801,1.385332035
443,Smarce1,0.16345606699999998,1.1199668790000001
444,Eif1,-0.486465573,0.713771611
445,Jup,-0.408902049,0.7531963690000001
446,Nt5c3b,0.158300474,1.115971725
447,Klhl11,-0.118637547,0.921057068
448,Ttc25,0.538808107,1.4527718040000002
449,Zfp385c,-0.917708933,0.529348984
450,Kat2a,-0.183941692,0.880294591
451,Rab5c,0.191339359,1.141823262
452,Atp6v0a1,-0.294267178,0.815486457
453,Naglu,0.238095477,1.179434644
454,Mlx,0.165587544,1.121622771
455,Cntnap1,-0.42892095399999997,0.7428171579999999
456,Ramp2,0.157658845,1.1154755140000001
457,Vps25,0.150322065,1.109817198
458,Psme3,0.11699567,1.084474154
459,Ifi35,0.453581899,1.369436053
460,Rnd2,0.330801636,1.25771203
461,Brca1,0.289878011,1.2225369
462,Lsm12,0.162398145,1.119145912
463,Asb16,1.012517214,2.017428039
464,Slc4a1,0.752283275,1.68445662
465,Rundc3a,0.21992968,1.1646768159999998
466,Slc25a39,0.207567528,1.15473958
467,Gfap,0.794227242,1.7341482559999999
468,Plcd3,-0.473118126,0.720405886
469,Fmnl1,-0.607465386,0.656348803
470,Plekhm1,-0.28413796399999997,0.821232163
471,Gosr2,0.13568554800000002,1.098614736
472,Wnt3,-0.509980083,0.702232133
473,Crhr1,-0.23142090399999998,0.8517955490000001
474,Mapt,-0.162856594,0.893254639
475,Kansl1,-0.11745691300000001,0.921811127
476,Mettl2,0.205443248,1.1530405479999999
477,Dcaf7,-0.17576104399999998,0.8853003859999999
478,Limd2,0.400047749,1.319551584
479,Strada,0.209532306,1.156313268
480,Ftsj3,0.147481665,1.1076343229999999
481,Psmc5,0.167864591,1.123394458
482,Pecam1,0.22484456,1.168651328
483,Bptf,-0.214903012,0.861604081
484,Helz,-0.38153052299999995,0.767622804
485,Gm11650,0.8830403090000001,1.844257764
486,Cacng5,-0.322839797,0.799494605
487,Prkca,-0.24680581699999998,0.842760255
488,Gna13,-0.150767475,0.9007711490000001
489,Wipi1,-0.218563497,0.8594207429999999
490,Abca8b,0.275672108,1.21055792
491,Map2k6,-0.18597362899999997,0.879055629
492,Kcnj2,0.42486015,1.342442364
493,Sox9,-0.661165893,0.632367052
494,2610035D17Rik,0.326747984,1.254183099
495,Cdc42ep4,-0.172396675,0.8873673190000001
496,Sdk2,-0.288532287,0.818734567
497,Rpl38,-0.511829436,0.7013325359999999
498,Kif19a,0.39789053799999996,1.317579979
499,Slc9a3r1,0.233706042,1.175851639
500,Ict1,0.167028233,1.122743394
501,Mrps7,0.158333063,1.115996934
502,Mif4gd,0.271109402,1.206735425
503,Grb2,-0.150513858,0.900929513
504,2310067B10Rik,-0.53521663,0.6900550529999999
505,Sap30bp,0.21442823100000002,1.160243995
506,H3f3b,0.209211215,1.156055945
507,Mrpl38,0.264514297,1.2012315709999999
508,Ten1,0.22078612399999997,1.1653684229999999
509,Rnf157,-0.355639279,0.781523262
510,Ube2o,-0.22457833600000002,0.855845132
511,Cygb,0.34328228200000005,1.2686396009999998
512,Mxra7,1.000359774,2.000498814
513,Jmjd6,0.240799293,1.181647145
514,Srsf2,0.114090174,1.08229229
515,Socs3,0.607099533,1.5231938230000002
516,Timp2,0.369406432,1.291821227
517,Lgals3bp,0.45699721600000004,1.372681782
518,Rbfox3,-0.258744299,0.835815084
519,Cbx8,0.18536359100000002,1.137103512
520,Eif4a3,0.24912802899999997,1.18848857
521,Nptx1,-0.636835456,0.6431220879999999
522,Rptor,-0.38828063,0.764039626
523,Chmp6,0.234154522,1.176217224
524,Baiap2,-0.403064132,0.75625038
525,2900052L18Rik,0.299415678,1.230645875
526,Bahcc1,-0.5797656179999999,0.669072467
527,2310003H01Rik,-0.743185997,0.597418576
528,Arl16,0.188543022,1.13961224
529,Slc25a10,0.253734618,1.192289532
530,P4hb,0.116478391,1.084085385
531,Notum,-0.8398961420000001,0.558683786
532,Fasn,-0.406547785,0.754426478
533,Hexdc,0.262854159,1.1998500840000001
534,Foxk2,-0.40960177799999997,0.7528311459999999
535,Metrnl,0.329853833,1.2568860259999999
536,Kif3c,-0.349889189,0.784644363
537,1110002L01Rik,0.22694158600000003,1.170351253
538,Dtnb,-0.10960726400000001,0.926840335
539,Dnmt3a,-0.236314103,0.848911402
540,Efr3b,-0.230869904,0.852120932
541,Ncoa1,-0.345934927,0.786797933
542,Fkbp1b,0.300141662,1.231265309
543,Ubxn2a,0.19500125899999998,1.14472516
544,Klhl29,-0.5297577379999999,0.69267104
545,Pum2,-0.35353592,0.782663505
546,Sdc1,0.51007694,1.424126143
547,Laptm4a,0.15768700800000002,1.11549729
548,Kcns3,0.743244827,1.67393653
549,Mycn,-0.43814721700000003,0.738081883
550,Nbas,-0.21962454899999997,0.8587889009999999
551,Fam84a,-0.285422295,0.820501402
552,Trib2,-0.130109102,0.913762346
553,Hpcal1,-0.7534795999999999,0.593171176
554,Itgb1bp1,-0.439985216,0.737142163
555,Klf11,0.493023008,1.40739082
556,Id2,-0.507317185,0.703529495
557,Cmpk2,0.260457128,1.1978581940000002
558,Lamb1,-0.300576895,0.811927663
559,Ccdc71l,0.153940663,1.112604359
560,Sypl,-0.223459035,0.856509388
561,Hdac9,-0.229968205,0.852653683
562,Snx13,-0.17405587399999997,0.8863473709999999
563,Ahr,-0.23447649199999998,0.849993379
564,Tspan13,-0.13016487699999998,0.91372702
565,Bzw2,-0.158686683,0.895840203
566,Dgkb,-0.232120737,0.851382454
567,Etv1,-0.38585519799999995,0.7653251959999999
568,Dock4,-0.5228086710000001,0.696015495
569,Nrcam,-0.18018876,0.8825875120000001
570,Nova1,-0.33140817300000003,0.794760362
571,Prkd1,-0.340344042,0.7898529320000001
572,Coch,1.086646676,2.123798179
573,Strn3,-0.43866854899999996,0.7378152179999999
574,Hectd1,-0.12009754,0.9201254390000001
575,Heatr5a,-0.443625838,0.735284339
576,Arhgap5,-0.552952588,0.681623704
577,Akap6,-0.280468315,0.823323714
578,Nfkbia,0.258679569,1.19638321
579,Ralgapa1,-0.09138464199999999,0.938621465
580,Clec14a,0.5192307829999999,1.433190895
581,Fam179b,-0.184002563,0.88025745
582,Fancm,-0.155398056,0.897884602
583,Mis18bp1,0.851913452,1.804893175
584,Sos2,-0.137954041,0.908807067
585,Gm3086,-0.401860923,0.756881357
586,Trim9,-0.892906845,0.53852796
587,Arid4a,0.213329703,1.159360873
588,Daam1,0.099903554,1.071701815
589,Rtn1,-0.25941032199999997,0.835429318
590,Pcnxl4,-0.15919885,0.8955222290000001
591,Dhrs7,0.27593290800000003,1.2107767759999999
592,4930447C04Rik,0.788989305,1.727863566
593,Syt16,0.337917536,1.263930851
594,1700086L19Rik,0.593112111,1.508497297
595,Dbpht2,0.682260454,1.604651999
596,Kcnh5,0.691358328,1.614803174
597,Ppp2r5e,-0.487909198,0.7130577370000001
598,Akap5,0.22250095,1.166754434
599,Hspa2,0.297654986,1.229144888
600,Sptb,-0.402775139,0.7564018840000001
601,Max,0.127742499,1.092582711
602,Fut8,-0.254388988,0.838342115
603,Rdh11,-0.459337324,0.727320263
604,Slc39a9,-0.17114923899999998,0.888134918
605,Plekhd1,-0.627708256,0.647203692
606,Srsf5,0.17227181800000002,1.126831515
607,Map3k9,-0.39192065600000003,0.762114328
608,Pcnx,-0.40111374899999996,0.757273449
609,Numb,-0.17016252899999998,0.8887425529999999
610,Acot2,0.325080812,1.252734608
611,Ptgr2,0.211213022,1.15766114
612,Fam161b,0.204891503,1.152599663
613,Rnf113a2,0.221001476,1.165542391
614,Npc2,0.15634530800000002,1.1144603640000001
615,Ylpm1,-0.32873705,0.796233209
616,Rps6kl1,0.380070776,1.301405698
617,Pgf,0.47193101,1.3869646430000002
618,Eif2b2,0.205424935,1.153025912
619,Tmed10,-0.21828261,0.859588085
620,Ttll5,-0.614228427,0.653279183
621,Irf2bpl,-0.558235049,0.679132486
622,Gstz1,0.200421438,1.14903396
623,Tmed8,-0.27655834,0.825558103
624,Vipas39,0.15995416,1.117251638
625,Nrxn3,-0.399525374,0.758107649
