gene,82QvsWT_log2FoldChange,82QvsWT_padj,591vsWT_log2FoldChange,591vsWT_padj,591vs82Q_log2FoldChange,591vs82Q_padj
Kcna6,-0.572219831413926,1.70672524570112e-16,-0.434357653390293,2.01043366066945e-08,0.137862178023633,0.104268443432023
