,Gene name,Log2(Fold Expression) (ATXN2-BAC-Q72 vs. WT),Fold Expression (ATXN2-BAC-Q72 vs. WT)
299,Rhobtb2,-0.312309444,0.805351533
300,Smoc1,0.69367063,1.617393401
301,Gprc5b,-0.24684046199999998,0.842740017
302,Boc,-0.319192559,0.801518342
303,Rev1,-0.35093128700000004,0.784077798
304,Shank2,-0.396304965,0.7598018
305,Itpka,-0.38532725,0.765605315
306,Cacybp,0.35554415,1.279468075
307,Dhrs11,-0.7906755809999999,0.57807333
308,Car8,-0.384881884,0.765841697
309,Gjc3,-0.45451054,0.7297577140000001
310,Reep2,-0.31191295399999996,0.8055728940000001
311,Trhde,0.373800665,1.29576192
312,Syne4,-1.074111462,0.474963495
313,6330403A02Rik,-0.660460711,0.6326762260000001
314,Nkain1,-0.31680432,0.8028462759999999
315,Sdc2,0.350531936,1.275030657
316,Neurl1a,-0.362360388,0.777890834
317,Trim59,-0.6643825170000001,0.6309587010000001
318,Tspan2,-0.43402186,0.740195433
319,Slc25a23,-0.328993976,0.796091423
320,Mpp3,-0.251360387,0.8401038670000001
321,Kat2b,-0.275253475,0.826305127
322,Zic3,0.525767028,1.4396988119999998
323,Tle2,-0.837582767,0.55958036
324,Ypel2,-0.417575359,0.7486818270000001
325,Trpc3,-0.384408921,0.766092806
326,Car7,-0.403492302,0.75602597
327,Ifi44,1.035815954,2.050272904
328,Inpp5a,-0.35000717600000003,0.784580195
329,Mndal,1.18121624,2.267678694
330,Ccnd1,0.518415749,1.4323814590000001
331,Zfp467,-0.618659973,0.651275575
332,March1,0.677745998,1.599638598
333,Tra2a,0.41940349299999996,1.33737448
334,Rtp4,0.964807093,1.951802523
335,Ank1,-0.23079016800000002,0.8521680290000001
336,Slitrk5,0.406828463,1.325768117
337,Hr,-0.402856559,0.756359197
338,Tspan11,-0.513581514,0.7004813209999999
339,Dsel,0.474644661,1.389575922
340,Bmi1,0.266421616,1.202820712
341,Sh3gl2,-0.353225499,0.782831927
342,Ntng1,-0.521006823,0.696885324
343,Sltm,-0.305536062,0.809141508
344,Clip3,-0.292862773,0.8162806859999999
345,Th,-1.082301617,0.472274774
346,Anapc5,0.21774505100000002,1.1629145159999998
347,Adam11,-0.374282002,0.77148927
348,Igsf21,-0.441945851,0.73614106
349,Sytl2,-0.472988814,0.7204704609999999
350,Lgals3bp,0.8331376909999999,1.781555825
351,Spns2,-0.349864602,0.784657735
352,Irf2bpl,-0.5306072239999999,0.6922633020000001
353,Sorcs3,-0.46763619799999995,0.72314848
354,Sept5,-0.246914923,0.842696522
355,Ntng2,-0.72540319,0.60482799
356,Inpp5j,-0.462663621,0.725645276
357,Zmynd8,-0.358776927,0.779825412
358,Ppp4r4,-0.37238565100000004,0.772504022
359,Plin4,1.029732466,2.041645612
360,Tfrc,-0.37286108700000004,0.7722494870000001
361,Cldn11,-0.501506865,0.706368608
362,Jph4,-0.44593006399999996,0.734110904
363,Arhgap5,-0.33568719,0.7924066040000001
364,Zic2,-0.41035470399999996,0.752438355
365,Lrrc49,-0.418311775,0.7482997640000001
366,Slc25a19,0.546342671,1.460378841
367,Cacnb3,-0.423016846,0.745863304
368,Ppapdc2,-0.35659530799999994,0.781005543
369,Arsg,-0.608044446,0.656085415
370,Serpine2,0.315963358,1.244842618
371,Calb2,0.505328357,1.419446385
372,Smarcd3,-0.345872819,0.786831805
373,Fxyd6,0.487697214,1.4022049319999998
374,Pnmal2,-0.409632713,0.752815004
375,Elovl2,0.381377012,1.302584542
376,Prss35,-0.932483375,0.523955657
377,Bmp5,0.7296205159999999,1.6582028640000002
378,6030419C18Rik,-0.28212225399999996,0.822380377
379,Chgb,-0.382151544,0.7672924459999999
380,Ttll5,-0.243962243,0.8444229870000001
381,Hmgn3,0.328881174,1.256038925
382,Clasp2,0.191325054,1.14181194
383,Npr1,-0.825918853,0.564122798
384,Cep112,0.975968003,1.966960523
385,Ggact,-0.31881281699999997,0.801729343
386,Gm5083,-0.6417004470000001,0.640957033
387,Mertk,0.420549035,1.338436816
388,Scn3b,0.694358647,1.618164915
389,Plp1,-0.665421784,0.630504344
390,Dlg4,-0.239514008,0.847030598
391,Camk2b,-0.22283658399999998,0.856879009
392,Lrrc4c,0.308541626,1.238455152
393,Pcdh17,0.416216552,1.334423455
394,Hspa2,0.457150906,1.372828022
395,Ifi27,0.97314316,1.96311292
396,Tubb4a,-0.203576595,0.8683950490000001
397,Nxph3,-0.6410543320000001,0.6412441520000001
398,B2m,0.348147959,1.272925476
399,Usp28,-0.436671108,0.7388374459999999
400,Lhx1,-0.457978964,0.72800539
401,Irgm1,0.765525937,1.69998962
402,Mprip,-0.230722874,0.8522077790000001
403,Ell2,0.412629366,1.331109602
404,Cdo1,0.481415421,1.396112714
405,Tlcd1,-0.376665801,0.770215573
406,Lgals9,0.74376601,1.67454136
407,Tmtc1,-0.428666294,0.74294829
408,Galnt16,-0.304317236,0.8098253809999999
409,Pkp3,-0.587254941,0.665608175
410,Cercam,-0.700782716,0.6152383260000001
411,Cpsf4l,0.801392317,1.74278224
412,Asrgl1,-0.19908753,0.87110134
413,Mxd4,0.27294755,1.208273915
414,Stk35,-0.30258899899999997,0.81079607
415,Trpc6,0.726472795,1.654588884
416,Nfya,0.45951879,1.3750830840000001
417,Tmem240,-0.552015066,0.682066795
418,Rgs16,-0.722528398,0.606034404
419,Galnt15,-0.655168474,0.635001333
420,Bmf,-0.732698143,0.601777411
421,Zfp711,0.40956220000000004,1.328282673
422,Mllt1,0.276924253,1.211609044
423,Pcyox1l,-0.487189949,0.713413317
424,Mrgprf,-0.610839605,0.654815508
425,Slc45a3,0.7460951809999999,1.67724702
426,Tcf20,-0.253699243,0.838743018
427,Ahsa1,0.311121404,1.240671697
428,Hnrnpa2b1,-0.308455616,0.80750572
429,Lhpp,-0.5557191370000001,0.680317857
430,Atp5b,0.202723965,1.150869271
431,Arrdc2,0.7496058940000001,1.681333472
432,Nde1,0.40945857799999996,1.328187271
433,Grk5,-0.563973844,0.6764363790000001
434,Gnmt,-0.8240164520000001,0.564867166
435,Gdf11,-0.469368279,0.722280798
436,Dbi,-0.268352598,0.83026708
437,B3galt5,0.418904424,1.336911924
438,Plekho1,-0.38990050600000004,0.763182235
439,Twsg1,-0.285149366,0.82065664
440,Foxn3,-0.258877546,0.835737892
441,Casp12,-0.677737653,0.62514482
442,Col5a1,-0.7167821529999999,0.608453049
443,Hlf,-0.29813689,0.8133020240000001
444,Eml3,-0.5946668979999999,0.662197331
445,Lrrc75b,-0.638002038,0.6426022610000001
446,Rgs7bp,-0.241092384,0.846104414
447,Sptbn4,-0.329574198,0.795771316
448,Nlrp10,-0.880519927,0.543171645
449,Ap3m2,-0.24091231800000001,0.846210025
450,Camk1d,-0.45909389899999997,0.727442994
451,Ugt8a,-0.500410318,0.7069057009999999
452,Eno2,-0.31116423,0.805991076
453,Traf3,0.317708284,1.246349154
454,Gfra1,0.611599207,1.527951984
455,Mff,0.183521762,1.1356527459999999
456,Sowahb,-0.34779840700000003,0.785782309
457,Far2,-0.353368819,0.782754163
458,Slc29a1,-0.446841091,0.733647477
459,Scx,-0.619948268,0.65069426
460,Smg1,-0.29028004399999996,0.81774331
461,Sulf2,0.512372255,1.426393719
462,Ankrd13a,0.262090206,1.199214894
463,Pmp22,-0.338489264,0.790869047
464,Osbpl5,0.46603801799999994,1.3813108490000001
465,Ntm,-0.34604653700000004,0.786737067
466,Nlgn2,-0.36260882,0.777756892
467,Nell1,-0.380139768,0.7683631479999999
468,Bcar1,-0.29067352399999996,0.8175203090000001
469,Sox4,0.514863849,1.4288592880000002
470,Fam134b,0.265827,1.202325064
471,Cntn5,0.730146229,1.658807217
472,Ldb1,-0.26069670899999997,0.8346847340000001
473,Ptpru,-0.567682922,0.6746995379999999
474,Idh3a,0.258448303,1.196191443
475,St3gal5,-0.319403112,0.8014013740000001
476,Dnase2a,-0.6866341229999999,0.621301687
477,Gnaq,-0.285519063,0.820446369
478,Mpdz,0.321384162,1.2495288070000001
479,Garnl3,-0.35451638700000004,0.7821317809999999
480,Fabp5,-0.455186218,0.729416016
481,Cdk19,-0.24397149699999998,0.84441757
482,Mphosph9,-0.28939864,0.8182430559999999
483,Fa2h,-0.553148985,0.6815309190000001
484,Tenm2,0.545965075,1.459996667
485,Trim66,0.5804121489999999,1.4952763580000001
486,Grid2ip,-0.47779232299999996,0.7180756159999999
487,Ss18,0.30499499999999996,1.235414356
488,Zfp652,-0.216356188,0.8607366540000001
489,Pde8a,-0.64199537,0.6408260179999999
490,Atp1b3,-0.2246456,0.85580523
491,Slc8a1,-0.32067877100000003,0.8006930729999999
492,Dao,-0.34958928799999994,0.784807488
493,Hist1h2be,0.589555919,1.504783484
494,Phf21a,-0.288343102,0.8188419379999999
495,Ldlrap1,-0.524181783,0.695353364
496,Grb10,0.328795016,1.255963916
497,En2,-0.298505515,0.813094243
498,Grb7,-0.565726042,0.675615325
499,Plxnd1,-0.566540658,0.6752339470000001
500,Fam131a,-0.372865379,0.77224719
501,Cecr2,-0.47207734,0.720925787
502,Nr4a2,-0.643942595,0.639961671
503,2410124H12Rik,-0.809460521,0.570595186
504,Pcdh10,0.412317425,1.330821819
505,Unc13c,0.269468158,1.205363395
506,Ackr1,-0.537132859,0.68913911
507,Pla2g3,0.896507323,1.861553815
508,Kcnip1,-0.368110985,0.774796325
509,Kit,-0.370362371,0.773588165
510,Igfbp6,-0.615640461,0.6526401
511,Map3k12,-0.19334062899999999,0.874578247
512,Rnf152,-0.477551758,0.718195362
513,Nap1l3,0.269447625,1.20534624
514,Plekhh3,-0.42482581700000005,0.744928665
515,Parp8,0.400757849,1.320201232
516,Sirt2,0.233478889,1.175666515
517,Ipo5,-0.298995942,0.812817888
518,Ackr4,-0.8821339009999999,0.542564326
519,Anxa5,0.270508707,1.206233081
520,Xaf1,0.793770194,1.733598961
521,Sipa1l1,-0.326494247,0.79747199
522,Prrt1,-0.46902778700000003,0.722451284
523,Cnih2,-0.38868150100000004,0.763827358
524,Nol4,0.270544797,1.206263256
525,Sept3,-0.257463306,0.8365575479999999
526,Acsl5,0.401729047,1.321090268
527,Fzd7,-0.398621351,0.7585828440000001
528,Ifitm3,0.666391611,1.587098436
529,Ets2,-0.261336684,0.834314553
530,Nt5dc3,-0.29845973800000003,0.813120043
531,Dpp6,-0.23578018,0.8492256309999999
532,Mef2c,0.315314442,1.2442828209999999
533,Panx1,0.7107111220000001,1.6366106230000002
534,Itgb5,-0.32379078899999997,0.79896777
535,Kif13b,-0.329915613,0.795583018
536,Grpel2,-0.33516401100000004,0.792694015
537,Trpc5,-0.5776816610000001,0.670039633
538,Usp11,0.260323346,1.197747121
539,Cct3,0.204724252,1.152466051
540,Alcam,0.30773764800000003,1.237765185
541,Gria4,-0.215720356,0.8611160859999999
542,Cdk17,-0.271749079,0.8283147129999999
543,Ski,-0.255550772,0.837667281
544,Dnm1,-0.20292839399999998,0.868785305
545,Rell1,-0.57800734,0.6698883929999999
546,Pnrc1,-0.27292293300000003,0.8276410259999999
547,Rab15,0.204475403,1.15226728
548,Gaa,0.265365124,1.201940203
549,Haghl,-0.311108023,0.8060224779999999
550,Itgav,0.509992242,1.4240425380000001
551,Slc32a1,-0.32486709999999996,0.7983719290000001
552,Appl2,-0.293523818,0.81590675
553,Slc25a38,0.34749382700000003,1.272348451
554,Epor,-0.8257611990000001,0.564184447
555,Trim25,0.846984982,1.798737901
556,Crot,0.277569681,1.212151212
557,Marveld2,-0.510902345,0.701783365
558,Gbp7,0.581029296,1.495916135
559,Zfp365,0.298485994,1.229853093
560,Plekhg4,-0.8125239009999999,0.569384884
561,Fads1,-0.347475529,0.785958189
562,2610002J02Rik,-0.354642689,0.782063312
563,Gad1,-0.258201212,0.836129777
564,Btbd3,-0.254703462,0.8381593959999999
565,Aldh18a1,0.43377167,1.350760288
566,Cpeb1,-0.491250157,0.711408365
567,Fgfr2,-0.320735276,0.800661713
568,Mal2,0.528188646,1.442117429
569,Bai1,-0.33065271399999996,0.795176643
570,Cacnb2,-0.287723064,0.819193933
571,L3mbtl3,0.40520200100000003,1.324274318
572,Fam131b,-0.23066529600000002,0.852241791
573,Gnb2l1,0.19621233600000001,1.145686508
574,Ptprr,-0.245145172,0.843730891
575,Mroh1,-0.283595204,0.821541179
576,Zfp229,0.354806602,1.278814141
577,Triobp,-0.471547425,0.721190639
578,Neu4,0.570373714,1.48490817
579,Gng2,0.23860798800000002,1.1798537070000001
580,Vrk1,-0.419887125,0.7474831040000001
581,Thsd7a,0.425825506,1.343340939
582,Srl,-0.540718794,0.6874283259999999
583,Efhd1,-0.36756596,0.7750890840000001
584,Gnas,0.135969639,1.098831093
585,Cbx4,0.34669891,1.2716475870000001
586,Chst2,0.327961355,1.2552383679999999
587,Pcdh9,0.25700977399999997,1.194999301
588,Tfap2b,-0.377551079,0.769743093
589,Rhof,0.45270985399999997,1.368608539
590,Ppp1r16b,-0.37173906,0.772850322
591,Gmppa,-0.41289690100000004,0.751113638
592,Tro,0.208030894,1.15511052
593,Pan3,-0.308893502,0.807260663
594,Inadl,-0.37249437,0.77244581
595,Zcchc12,0.610503495,1.52679196
596,Zdhhc14,-0.30547139,0.80917778
597,Slc16a1,-0.33421275,0.793216861
598,Hip1,0.305417031,1.235775804
599,Fkbp5,0.638336539,1.556533405
600,Rdx,0.20596922899999998,1.1534610029999999
601,Adamts10,-0.565286934,0.6758209909999999
602,Ccndbp1,-0.21461644800000002,0.8617752390000001
603,Dact1,-0.47723630100000003,0.718352419
604,Alad,-0.5176382660000001,0.6985143859999999
605,Atp10d,0.93106705,1.9066857019999999
606,Bub3,0.213540763,1.159530495
607,Spata2l,-0.47207707200000004,0.720925921
608,Mical2,-0.250931561,0.8403536159999999
609,Chst8,-0.463100731,0.7254254520000001
610,Nova1,0.281586379,1.21553074
611,Iltifb,-0.38030389,0.7682757440000001
612,Vimp,-0.25908941,0.83561517
613,Lrrc3b,-0.349636644,0.784781727
614,Bckdhb,0.33610335,1.262342459
615,Flrt1,-0.394040436,0.760995361
616,Adamts18,0.43809664200000004,1.35481573
617,Rraga,0.256710678,1.194751582
618,Pwwp2a,-0.25678476699999997,0.836951097
619,Cd82,0.466005564,1.381279775
620,Hif3a,0.727941573,1.656274244
621,Kcna6,-0.320747137,0.80065513
622,Ndn,0.328236282,1.255477594
623,Ccsap,-0.352227509,0.783373641
624,Tacc2,-0.23814290800000001,0.847835977
625,Bbx,0.288501889,1.221371333
626,Cul7,-0.371174544,0.773152792
627,Cdkn2aipnl,0.261171997,1.198451891
628,Pik3r3,-0.218236193,0.8596157409999999
629,Rasl11a,0.667308331,1.5881072330000001
630,Dap,-0.39991670799999995,0.757902038
631,Sept11,-0.26089164600000003,0.834571959
632,Speg,-0.291270494,0.817182099
633,Coro2b,-0.323367298,0.7992023340000001
634,Pex5l,-0.363518894,0.777266426
635,Xk,-0.39020255200000004,0.76302247
636,Cemip,0.466206998,1.3814726469999998
637,Galnt7,-0.250797898,0.840431477
638,Irf2bp2,-0.262246549,0.833788541
639,Pltp,-0.307708502,0.807924003
640,Vipr1,-0.84843564,0.555386633
641,Spock1,-0.247806475,0.842175917
642,Spsb2,-0.7022303940000001,0.614621273
643,Lurap1l,0.581509411,1.496414044
644,Cebpd,0.8449411990000001,1.796191535
645,Parp14,0.685142815,1.6078611390000002
646,Prokr2,0.923298597,1.896446401
647,Itpr2,0.398841083,1.3184483759999999
648,Camk2a,-0.387344509,0.7645355490000001
649,Klc2,-0.206273898,0.8667729890000001
650,Prpf38b,-0.280015171,0.823582357
651,Cd81,-0.18455787,0.879918695
652,Utrn,0.21098215899999997,1.157475903
653,Olfm1,-0.239598468,0.846981012
654,Kcnk2,0.527119577,1.4410491840000001
655,Naaa,-0.32018345600000003,0.800968018
656,Gp1bb,-0.276945502,0.825336585
657,Gnai1,-0.241970077,0.845589826
658,Fut8,-0.185318321,0.8794550090000001
659,AI118078,-0.265149325,0.832112603
660,Tmem200b,-0.61083436,0.6548178889999999
661,Cct6a,0.189244971,1.140166857
662,Car4,-0.36533755100000004,0.776287224
663,Plekhf1,-0.40162596100000003,0.757004635
664,Spag5,-0.351867318,0.7835692470000001
665,Stac,-0.5235074160000001,0.695678473
666,Bmp1,-0.519385457,0.697668955
667,Abcc4,0.46707078799999996,1.38230003
668,Ntf3,0.486058593,1.400613203
669,Nrk,-0.279686809,0.823769828
670,Cct4,0.193958044,1.143897706
671,Rgs7,-0.24946153199999999,0.841210328
672,Galnt6,0.419900864,1.337835621
673,Akap7,-0.31886047100000003,0.8017028620000001
674,Basp1,0.575428069,1.490119538
675,Cyb5a,0.22584274399999998,1.169460184
676,Arhgef26,-0.282104373,0.82239057
677,Lxn,-0.310026973,0.806626678
678,Pola1,-0.33024925,0.795399053
679,Olfm3,-0.304728985,0.809594287
680,Unc5b,-0.349749655,0.784720256
681,Mal,-0.572170675,0.672604029
682,C4b,0.661236465,1.5814374180000002
683,Tnfaip6,-0.430858731,0.741820102
684,Gpr158,0.218620375,1.1636203040000002
685,Chordc1,0.337827355,1.263851846
686,Baz2b,-0.21373994600000001,0.862298965
687,Pvalb,-0.28058823899999996,0.823255278
688,Mthfd2l,0.491101325,1.40551741
689,Bcat1,0.30528143,1.235659657
690,Tprkb,-0.267605036,0.8306974109999999
691,Qk,-0.24313031100000002,0.844910064
692,Atp1b2,-0.40696606,0.754207781
693,Csmd1,0.40719932299999995,1.326108963
694,Spon1,0.29423245800000003,1.226232424
695,Phf20,-0.28647527100000003,0.8199027640000001
696,Clec3b,-0.874603391,0.5454037820000001
697,Mtss1l,-0.37389966799999996,0.771693753
698,Nr4a1,-0.542989016,0.6863474409999999
699,Parp9,0.595743358,1.511251067
700,Astn1,0.287585795,1.220596023
701,Cntnap4,-0.29112881399999996,0.817262354
702,Dagla,-0.44836977100000003,0.732870515
703,Dnajb1,0.433505565,1.3505111630000002
704,Angptl4,0.7730532290000001,1.708882531
705,Txnip,0.578873813,1.493682805
706,Sparcl1,-0.218048379,0.8597276559999999
707,Dnah12,0.8512520790000001,1.80406595
708,Hps3,-0.289401501,0.818241434
709,Spred2,-0.245202631,0.843697288
710,Med21,0.333817869,1.260344272
711,Doc2b,-0.450615793,0.731730453
712,Gpr85,0.206589103,1.15395671
713,Gprasp1,0.220380679,1.1650409609999999
714,Ahsa2,0.380159676,1.301485895
715,Cnnm1,-0.246332109,0.84303702
716,Zfpm2,0.247302145,1.186985363
717,Jazf1,0.43498048200000006,1.3518925430000002
718,Zc3hav1,0.515064359,1.429057889
719,Tram1l1,0.31676092699999997,1.245530998
720,Rdh11,-0.26848959899999997,0.83018824
721,Tab3,-0.34241119,0.788722011
722,Prpf6,-0.23252600399999998,0.851143326
723,Iqub,-0.389462769,0.763413832
724,Stip1,0.285634071,1.218945878
725,Adamtsl1,0.722447574,1.6499788990000002
726,Nr1d1,-0.406888276,0.754248446
727,Irgm2,0.6612323520000001,1.581432909
728,Gja1,-0.33631202600000004,0.792063485
729,Cope,0.21612592,1.1616101140000001
730,2310022B05Rik,-0.315894932,0.8033525009999999
731,Mobp,-0.37567707899999997,0.7707436059999999
732,Dlg1,-0.20061700000000002,0.8701783329999999
733,Pacsin1,-0.18450936699999998,0.879948279
734,Abca1,0.422238171,1.340004802
735,Lrp8,-0.226292178,0.854829038
736,Desi1,-0.254054159,0.838536705
737,Spock2,-0.161419868,0.89414464
738,6430548M08Rik,-0.25496751100000004,0.838006006
739,Slc9a9,0.525050342,1.438983792
740,Galr1,-0.880503953,0.543177659
741,Kcnk10,-0.31258586,0.805197244
742,Dlgap3,-0.256012022,0.837399509
743,Ccdc51,0.460858792,1.37636088
744,Gfap,-0.300441355,0.812003947
745,Zfand2a,0.238682106,1.179914324
746,Nyap2,0.302965462,1.233677635
747,Zeb2,-0.21711370300000002,0.8602848259999999
748,Mum1l1,0.509332001,1.423390982
749,Gabra4,-0.27585306800000003,0.825961781
750,Plxna1,0.273564577,1.208790793
751,Eif3j2,0.854403734,1.80801135
752,Sept6,-0.248296693,0.8418898000000001
753,Ppid,0.249617457,1.1888918290000001
754,Erp29,-0.185724497,0.879207442
755,AK129341,-0.324629247,0.7985035640000001
756,4930452B06Rik,0.68168366,1.604010582
757,Agbl2,-0.606523037,0.656777661
758,Chst15,-0.300814152,0.81179415
759,Gpt2,0.254884601,1.193240293
760,Tst,-0.333305299,0.7937159490000001
761,AI464131,0.28365883199999997,1.217278123
762,Fgf1,-0.435612231,0.73937992
763,Dbp,-0.39534562799999995,0.760307207
764,Lama2,0.513577223,1.427585569
765,Zfp184,0.67859292,1.600577929
766,Fam83d,-0.7901009920000001,0.578303608
767,Trp53i11,-0.432495832,0.740978798
768,Rassf2,-0.23727783600000002,0.848344511
769,Atp1a1,-0.306425899,0.808642593
770,Arhgap20,-0.34693384200000005,0.786253347
771,Pdk2,-0.220193833,0.858450092
772,Nin,0.42505806700000004,1.342626541
773,Rab9b,0.344829053,1.270000489
774,Kcnq2,-0.382216215,0.7672580509999999
775,Anp32b,-0.577897966,0.669939181
776,Lrrtm1,0.482733697,1.3973890080000002
777,Arhgap18,0.518051386,1.432019746
778,Dst,0.231554985,1.174099752
779,Tpx2,0.636218429,1.554249838
780,Pip5k1c,-0.19606047899999998,0.872930997
781,Kcnk1,0.166755319,1.1225310240000002
782,Bsdc1,0.203851193,1.151768837
783,Ldhd,-0.46207919700000005,0.725939288
784,Gfod1,-0.352824122,0.783049752
785,Chrnb2,-0.173001602,0.88699532
786,Bsg,-0.193691805,0.8743653859999999
787,Tm7sf3,0.330274403,1.257252483
788,Cd99l2,0.22953531100000002,1.172457243
789,Atp2b4,-0.49449300799999996,0.7098110759999999
790,Mrpl51,0.279387444,1.213679457
791,Prkcb,-0.213050529,0.8627111279999999
792,Slc16a10,-0.6043491360000001,0.657768061
793,Amd1,0.30532965100000004,1.235700958
794,Grik1,-0.30861300199999997,0.807417632
795,Grm5,0.486872524,1.4014036159999999
796,Usp3,-0.22030966,0.858381174
797,Pfn2,0.153057069,1.111923141
798,Gatsl2,0.24795778100000002,1.1875249140000002
799,Phkg1,-0.34402558200000005,0.7878399159999999
800,Srgap2,-0.23877438899999998,0.847464953
801,Sdc1,-0.562899292,0.676940392
802,Agfg2,-0.310267836,0.80649202
803,Fbxl15,-0.514350414,0.7001080909999999
804,Bin1,-0.190352395,0.876391626
805,Lingo3,-0.24838018399999998,0.841841079
806,Erbb3,-0.544644713,0.6855602120000001
807,Fads6,-0.282306671,0.8222752609999999
808,Trib1,-0.487586081,0.713217456
809,Map3k10,0.22400987100000003,1.167975386
810,Scd2,-0.23977391399999998,0.846878017
811,Ndst3,-0.271751195,0.8283134990000001
812,Rmdn3,-0.193923235,0.874225136
813,Tubb2b,-0.265850931,0.8317080309999999
814,Nrxn2,-0.252020091,0.839719799
815,Vcam1,0.394478619,1.314467634
816,Crk,0.163568616,1.120054254
817,Clic1,0.34712898700000006,1.27202673
818,Rbm33,-0.20760113,0.865975954
819,Slc17a7,-0.245967031,0.8432503809999999
820,Pcdhgc4,-0.220848501,0.858060632
821,Smg5,0.173248231,1.12759441
822,Scrt1,-0.236633316,0.8487235909999999
823,Ifit1,0.84082973,1.791079941
824,Grm2,-0.556093931,0.680141142
825,Serpinb2,0.804737151,1.7468275030000002
826,Samd8,-0.24116826100000002,0.846059915
827,Tmem33,0.191890642,1.142259659
828,Ier3,-0.46019616700000004,0.726887415
829,Plekhd1os,-0.730755568,0.602588244
830,Dner,-0.266080558,0.831575663
831,Mapre2,-0.20121200399999997,0.869819523
832,Gm11398,0.570423126,1.484959029
833,Lmcd1,-0.7458544970000001,0.596314574
834,Lect1,-0.748035848,0.59541363
835,Fam110b,0.263306707,1.200226515
836,Rhog,-0.49545639799999996,0.709337243
837,Frmpd1,0.416865349,1.335023696
838,Tmem125,-0.460033655,0.7269693
839,Soga1,-0.31903553,0.8016055879999999
840,Ncam2,0.24266901600000002,1.183179545
841,Rps14,0.21773979100000002,1.1629102759999999
842,Zbtb7a,-0.228429407,0.85356362
843,Mllt6,-0.239074335,0.847288777
844,Orai2,-0.258577287,0.835911847
845,Rap1gap2,-0.203683212,0.868330875
846,Dhrs3,-0.37261647,0.772380438
847,Igtp,0.601822317,1.517632329
848,Wapal,-0.187742427,0.877978534
849,Nrsn2,-0.374477744,0.7713846040000001
850,AU022252,0.295086205,1.2269582890000001
